Account ID,City,State,BFPO No,Postcode,Country,Total Gifts (All Time),Last Gift Date,Number of Gifts Past 18 Months
001PY00000ff6uiYAA,New York,NY,,,,"$11,750.00 ",2/10/2025,1
001PY00000feqMZYAY,New York,NY,,,,$845.00 ,2/24/2025,1
001PY00000fekH4YAI,New York,NY,,,,$670.00 ,3/3/2025,1
001PY00000ffFPnYAM,New York,NY,,,,"$238,765.35 ",3/17/2025,4
001PY00000feCQiYAM,New York,NY,,,,"$8,603.50 ",3/19/2025,3
001PY00000ffDMjYAM,New York,NY,,,,$106.00 ,3/20/2025,1
001PY00000ffDojYAE,New York,NY,,,,$301.81 ,3/26/2025,1
001PY00000ffP8aYAE,New York,NY,,,,"$13,000.00 ",3/27/2025,1
001PY00000fejd3YAA,New York,NY,,,,$260.00 ,3/28/2025,2
001PY00000fem7qYAA,New York,NY,,,,$530.75 ,3/28/2025,2
001PY00000ffCS4YAM,New York,NY,,,,$400.01 ,4/1/2025,2
001PY00000ff2ViYAI,New York,NY,,,,"$2,350.00 ",4/2/2025,2
001PY00000ff7lEYAQ,New York,NY,,,,"$565,018.27 ",4/2/2025,5
001PY00000ff629YAA,New York,NY,,,,$250.00 ,4/2/2025,1
001PY00000ffByVYAU,New York,NY,,,,$390.59 ,4/6/2025,3
001PY00000ff4FyYAI,New York,NY,,,,"$25,000.00 ",4/10/2025,1
001PY00000ff8yWYAQ,New York,NY,,,,"$3,850.00 ",4/11/2025,1
001PY00000ff49sYAA,New York,NY,,,,"$1,504.57 ",4/12/2025,13
001PY00000ffAxBYAU,New York,NY,,,,"$3,600.00 ",4/14/2025,1
001PY00000ffF5zYAE,New York,NY,,,,$700.00 ,4/15/2025,13
001PY00000fedkBYAQ,New York,NY,,,,$770.00 ,4/16/2025,14
001PY00000ffzOfYAI,New York,NY,,,,$456.00 ,4/17/2025,2
001PY00000ff7DyYAI,New York,NY,,,,"$128,250.00 ",4/21/2025,2
001PY00000lXO7uYAG,New York,NY,,,,$50.00 ,4/21/2025,1
001PY00000ffENpYAM,New York,NY,,,,$200.60 ,4/25/2025,2
001PY00000ffENcYAM,New York,NY,,,,"$1,620.00 ",4/26/2025,12
001PY00000ffSrTYAU,New York,NY,,,,$66.00 ,4/28/2025,1
001PY00000fecNKYAY,New York,NY,,,,$650.98 ,4/29/2025,16
001PY00000feWyZYAU,New York,NY,,,,$766.61 ,4/29/2025,2
001PY00000izhWhYAI,New York,NY,,,,$41.20 ,5/6/2025,1
001PY00000ffzeLYAQ,New York,NY,,,,$20.30 ,5/8/2025,3
001PY00000jlAycYAE,New York,NY,,,,$51.50 ,5/12/2025,1
001PY00000jjxBnYAI,New York,NY,,,,$25.75 ,5/12/2025,1
001PY00000ji8eKYAQ,New York,NY,,,,$41.20 ,5/12/2025,1
001PY00000jrg5yYAA,New York,NY,,,,"$3,090.00 ",5/13/2025,1
001PY00000jtaxFYAQ,New York,NY,,,,$51.50 ,5/13/2025,1
001PY00000juaTXYAY,New York,NY,,,,$51.50 ,5/13/2025,1
001PY00000ffByBYAU,New York,NY,,,,$80.00 ,5/13/2025,1
001PY00000ffDSOYA2,New York,NY,,,,$80.00 ,5/13/2025,1
001PY00000ffBhoYAE,New York,NY,,,,$185.00 ,5/13/2025,2
001PY00000ffDE6YAM,New York,NY,,,,$137.25 ,5/13/2025,2
001PY00000ffDTLYA2,New York,NY,,,,$120.00 ,5/13/2025,1
001PY00000ffBtUYAU,New York,NY,,,,$170.00 ,5/13/2025,1
001PY00000ffBteYAE,New York,NY,,,,$70.00 ,5/13/2025,1
001PY00000ff1G3YAI,New York,NY,,,,"$2,730.00 ",5/14/2025,2
001PY00000fei1uYAA,New York,NY,,,,"$14,030.00 ",5/14/2025,2
001PY00000ehizdYAA,New York,NY,,,,$601.00 ,5/15/2025,2
001PY00000feqLvYAI,New York,NY,,,,"$1,080.00 ",5/15/2025,2
001PY00000k9NRUYA2,New York,NY,,,,$51.50 ,5/15/2025,1
001PY00000ff4ZfYAI,New York,NY,,,,$213.40 ,5/16/2025,2
001PY00000ffDO7YAM,New York,NY,,,,$120.00 ,5/16/2025,2
001PY00000ffKZ4YAM,New York,NY,,,,"$3,540.00 ",5/16/2025,2
001PY00000ff6sjYAA,New York,NY,,,,"$2,085.00 ",5/16/2025,2
001PY00000ffF5wYAE,New York,NY,,,,$381.50 ,5/20/2025,2
001PY00000fdqNnYAI,New York,NY,,,,"$11,942.50 ",5/20/2025,2
001PY00000ffDSeYAM,New York,NY,,,,$155.00 ,5/20/2025,1
001PY00000ffCQkYAM,New York,NY,,,,$165.00 ,5/20/2025,2
001PY00000ferxVYAQ,New York,NY,,,,"$2,750.00 ",5/22/2025,2
001PY00000ff76rYAA,New York,NY,,,,$603.00 ,5/26/2025,1
001PY00000ffHtZYAU,New York,NY,,,,"$1,465.19 ",5/27/2025,2
001PY00000ff7orYAA,New York,NY,,,,"$1,520.00 ",5/30/2025,2
001PY00000ff6gdYAA,New York,NY,,,,"$177,885.73 ",6/5/2025,4
001PY00000ffANjYAM,New York,NY,,,,"$158,320.00 ",6/5/2025,5
001PY00000ffAHvYAM,NEW YORK,NY,,,,$205.00 ,6/6/2025,1
001PY00000fe1wXYAQ,New York,NY,,,,"$1,313.84 ",6/9/2025,3
001PY00000ffAS2YAM,New York,NY,,,,$500.00 ,6/9/2025,1
001PY00000ffGcXYAU,New York,NY,,,,$566.62 ,6/10/2025,1
001PY00000ffzUHYAY,New York,NY,,,,"$1,445.00 ",6/16/2025,1
001PY00000gOQheYAG,New York,NY,,,,"$15,400.00 ",6/19/2025,2
001PY00000ff622YAA,New York,NY,,,,"$1,138.00 ",6/20/2025,2
001PY00000ffJNKYA2,New York,NY,,,,$150.00 ,6/20/2025,1
001PY00000fejrtYAA,New York,NY,,,,$103.00 ,6/23/2025,1
001PY00000ffAYOYA2,New York,NY,,,,"$176,900.76 ",6/24/2025,5
001PY00000ffC6TYAU,New York,NY,,,,$10.30 ,6/26/2025,1
001PY00000ff4IwYAI,New York,NY,,,,$455.00 ,6/26/2025,1
001PY00000ffOMxYAM,New York,NY,,,,$150.00 ,6/26/2025,1
001PY00000ffAjzYAE,New York,NY,,,,"$8,400.00 ",6/26/2025,2
001PY00000ffAyJYAU,New York,NY,,,,"$1,365.00 ",6/29/2025,2
001PY00000ffA5EYAU,New York,NY,,,,"$15,000.00 ",6/30/2025,1
001PY00000ff2x8YAA,New York,NY,,,,"$1,105.00 ",6/30/2025,2
001PY00000ff32LYAQ,New York,NY,,,,$450.00 ,6/30/2025,2
001PY00000fetqdYAA,New York,NY,,,,"$19,910.00 ",7/8/2025,1
001PY00000ff8eoYAA,New York,NY,,,,"$1,120.00 ",7/15/2025,16
001PY00000ff5JAYAY,New York,NY,,,,$470.00 ,7/22/2025,2
001PY00000ffKYwYAM,New York,NY,,,,"$1,200.00 ",7/24/2025,2
001PY00000ff1plYAA,New York,NY,,,,"$9,600.00 ",7/28/2025,2
001PY00000ffH1zYAE,New York,NY,,,,"$1,791.65 ",7/29/2025,3
001PY00000ff4JUYAY,New York,NY,,,,"$1,450.00 ",8/1/2025,2
001PY00000fdugZYAQ,New York,NY,,,,$245.75 ,8/12/2025,2
001PY00000ff2VeYAI,New York,NY,,,,$485.00 ,8/13/2025,1
001PY00000wZ8tKYAS,New York,NY,,,,$60.00 ,8/13/2025,1
001PY00000ff5daYAA,New York,NY,,,,"$3,370.00 ",8/25/2025,2
001PY00000ff6fTYAQ,New York,NY,,,,$190.00 ,8/25/2025,1
001PY00000ff5J8YAI,New York,NY,,,,"$3,142.25 ",8/26/2025,3
001PY00000feJ5TYAU,New York,NY,,,,$853.00 ,8/27/2025,3
001PY00000ff3wkYAA,New York,NY,,,,"$2,443.00 ",9/2/2025,2
001PY00000feH8HYAU,New York,NY,,,,"$3,160.00 ",9/7/2025,1
001PY00000ffFBdYAM,New York,NY,,,,$151.50 ,9/7/2025,1
001PY00000feAJwYAM,New York,NY,,,,"$2,954.68 ",9/8/2025,1
001PY00000ff6FQYAY,New York,NY,,,,"$1,085.00 ",9/10/2025,1
001PY00000ff3jTYAQ,New York,NY,,,,"$4,556.62 ",9/17/2025,2
001PY00000ffCf9YAE,New York,NY,,,,$720.00 ,9/22/2025,19
001PY00000feudWYAQ,New York,NY,,,,$265.00 ,9/22/2025,1
001PY00000fem72YAA,New York,NY,,,,$310.00 ,9/22/2025,19
001PY00000ff8IiYAI,New York,NY,,,,"$1,150.00 ",9/23/2025,18
001PY00000ffEGmYAM,New York,NY,,,,"$1,830.00 ",9/25/2025,18
001PY00000fem6gYAA,New York,NY,,,,$740.00 ,9/26/2025,17
001PY00000ff53WYAQ,New York,NY,,,,"$25,990.94 ",9/26/2025,2
001PY00000ff6A3YAI,New York,NY,,,,"$1,335.00 ",9/27/2025,17
001PY00000ffNteYAE,New York,NY,,,,"$1,122.94 ",9/27/2025,20
001PY00000ffDHQYA2,New York,NY,,,,"$1,100.00 ",9/27/2025,16
001PY00000ffGb0YAE,New York,NY,,,,$580.00 ,9/27/2025,17
001PY00000feH88YAE,New York,NY,,,,"$1,940.00 ",9/28/2025,18
001PY00000ffB09YAE,New York,NY,,,,"$15,818.45 ",9/28/2025,17
001PY00000ffL0RYAU,New York,NY,,,,$790.00 ,9/28/2025,18
001PY00000fetmJYAQ,New York,NY,,,,"$1,015.00 ",9/28/2025,18
001PY00000ffFPkYAM,New York,NY,,,,"$3,100.00 ",9/28/2025,18
001PY00000ff5pVYAQ,New York,NY,,,,$575.50 ,9/28/2025,6
001PY00000ffCu9YAE,New York,NY,,,,"$23,680.00 ",9/29/2025,2
001PY00000ff9CzYAI,New York,NY,,,,"$7,550.00 ",9/29/2025,2
001PY00000ffQQCYA2,New York,NY,,,,"$5,620.00 ",9/30/2025,4
001PY00000feikxYAA,New York,NY,,,,"$79,675.78 ",9/30/2025,12
001PY00000ff6skYAA,New York,NY,,,,"$1,572.44 ",9/30/2025,4
001PY00000feEM6YAM,New York,NY,,,,$420.00 ,9/30/2025,18
001PY00000fea2CYAQ,New York,NY,,,,$75.75 ,9/30/2025,1
001PY00000ffzYNYAY,New York,NY,,,,$695.00 ,9/30/2025,4
001PY00000ffQudYAE,New York,NY,,,,$869.36 ,9/30/2025,3
001PY00000ffILRYA2,New York,NY,,,,$110.00 ,10/1/2025,11
001PY00000ffBbQYAU,New York,NY,,,,$965.00 ,10/2/2025,2
001PY00000ffJ5HYAU,New York,NY,,,,$25.75 ,10/2/2025,1
001PY000013PwlNYAS,New York,NY,,,,$257.50 ,10/3/2025,1
001PY00000fe3OpYAI,New York,NY,,,,$205.75 ,10/5/2025,1
001PY00000ffCtkYAE,new york,NY,,,,$25.75 ,10/6/2025,1
001PY00000ffI7wYAE,New York,NY,,,,$215.00 ,10/7/2025,13
001PY000014jtGwYAI,New York,NY,,,,$51.50 ,10/8/2025,1
001PY00000ffNFIYA2,New York,NY,,,,$225.00 ,10/8/2025,3
001PY00000ffJ9ZYAU,New York,NY,,,,$251.30 ,10/8/2025,6
001PY00000ff4KWYAY,New York,NY,,,,$845.00 ,10/8/2025,2
001PY00000ffDRpYAM,New York,NY,,,,$164.00 ,10/8/2025,4
001PY00000ffESoYAM,New York,NY,,,,"$1,010.00 ",10/9/2025,4
001PY00000ffDSnYAM,New York,NY,,,,$381.00 ,10/9/2025,18
001PY00000feFEEYA2,New York,NY,,,,$495.00 ,10/9/2025,12
001PY000015jEgDYAU,New York,NY,,,,$25.75 ,10/10/2025,1
001PY00000ff3OSYAY,New York,NY,,,,"$1,564.00 ",10/11/2025,19
001PY00000ffCyrYAE,New York,NY,,,,$20.60 ,10/11/2025,1
001PY00000ffQD3YAM,New York,NY,,,,$560.00 ,10/11/2025,16
001PY00000ffR4iYAE,New York,NY,,,,$455.00 ,10/13/2025,13
001PY00000ff6FBYAY,New York,NY,,,,"$1,800.00 ",10/13/2025,19
001PY00000feh8aYAA,New York,NY,,,,$340.00 ,10/14/2025,2
001PY00000ff3LkYAI,New York,NY,,,,"$1,225.00 ",10/14/2025,2
001PY00000gRf6hYAC,New York,NY,,,,$500.00 ,10/14/2025,20
001PY00000feeAqYAI,New York,NY,,,,$570.00 ,10/16/2025,33
001PY00000ffE5BYAU,New York,NY,,,,$203.00 ,10/16/2025,1
001PY00000ffAMKYA2,New York,NY,,,,"$2,265.00 ",10/17/2025,18
001PY00000ffA4aYAE,New York,NY,,,,"$3,360.00 ",10/17/2025,18
001PY00000feH8wYAE,New York,NY,,,,$681.50 ,10/17/2025,2
001PY00000kdnPsYAI,New York,NY,,,,$348.89 ,10/19/2025,7
001PY00000ff8t7YAA,New York,NY,,,,"$1,747.00 ",10/20/2025,2
001PY00000fekwSYAQ,New York,NY,,,,"$1,215.00 ",10/20/2025,2
001PY000018VLrDYAW,New York,NY,,,,$25.00 ,10/20/2025,1
001PY00000ff33hYAA,New York,NY,,,,"$1,066.00 ",10/20/2025,19
001PY00000fedjJYAQ,New York,NY,,,,$935.00 ,10/20/2025,2
001PY00000ff6fuYAA,New York,NY,,,,"$3,310.00 ",10/20/2025,2
001PY00000ffOeTYAU,New York,NY,,,,"$1,100.00 ",10/21/2025,18
001PY00000fbbvbYAA,New York,NY,,,,$325.01 ,1/10/2020,0
001PY00000fbbVaYAI,New York,NY,,,,$250.00 ,1/27/2020,0
001PY00000fbbVcYAI,New York,NY,,,,"$1,250.00 ",2/4/2020,0
001PY00000ffKnAYAU,New York,NY,,,,"$72,500.00 ",2/27/2020,0
001PY00000fbbXJYAY,New York,NY,,,,"$32,572.55 ",3/12/2020,0
001PY00000fbbkcYAA,New York,NY,,,,"$240,000.00 ",5/1/2020,0
001PY00000fbbVYYAY,New York,NY,,,,$250.00 ,7/22/2020,0
001PY00000fbbnXYAQ,New York,NY,,,,"$4,250.00 ",8/26/2020,0
001PY00000fbbTaYAI,New York,NY,,,,$200.00 ,11/24/2020,0
001PY00000fbbXbYAI,New York,NY,,,,"$827,877.44 ",11/30/2020,0
001PY00000fbcXaYAI,New York,NY,,,,$200.00 ,12/22/2020,0
001PY00000fbcX6YAI,New York,NY,,,,"$5,500.00 ",12/28/2020,0
001PY00000fbccjYAA,New York,NY,,,,"$7,000.00 ",12/30/2020,0
001PY00000fbbgJYAQ,New York,NY,,,,$200.00 ,3/10/2021,0
001PY00000fbbgBYAQ,New York,NY,,,,$60.00 ,4/13/2021,0
001PY00000fbPlOYAU,New York,NY,,,,"$45,000.00 ",9/27/2021,0
001PY00000fbbTCYAY,New York,NY,,,,"$240,354.56 ",10/7/2021,0
001PY00000fbcXZYAY,New York,NY,,,,"$10,000.00 ",11/22/2021,0
001PY00000fbbgMYAQ,New York,NY,,,,"$5,000.00 ",11/23/2021,0
001PY00000fbbuMYAQ,New York,NY,,,,"$35,000.00 ",12/27/2021,0
001PY00000fbcd5YAA,New York,NY,,,,$600.00 ,2/24/2022,0
001PY00000fbbgxYAA,New York,NY,,,,"$5,000.00 ",5/13/2022,0
001PY00000fbbgRYAQ,New York,NY,,,,"$5,000.00 ",6/14/2022,0
001PY00000fbbU3YAI,New York,NY,,,,"$125,000.00 ",8/1/2022,0
001PY00000fbbZEYAY,New York,NY,,,,"$108,455.00 ",8/8/2022,0
001PY00000egj2yYAA,New York,NY,,,,$500.00 ,8/8/2022,0
001PY00000fbbTDYAY,New York,NY,,,,"$947,757.41 ",9/30/2022,0
001PY00000fbbgPYAQ,New York,NY,,,,"$30,000.00 ",11/2/2022,0
001PY00000fbbgmYAA,New York,NY,,,,$25.98 ,11/29/2022,0
001PY00000fbbUyYAI,New York,NY,,,,$770.00 ,1/19/2023,0
001PY00000fbbhPYAQ,New York,NY,,,,$500.00 ,2/1/2023,0
001PY00000fbbh3YAA,New York,NY,,,,"$1,000.00 ",3/3/2023,0
001PY00000fbbh0YAA,New York,NY,,,,"$5,000.00 ",3/7/2023,0
001PY00000fbbTwYAI,New York,NY,,,,"$10,000.00 ",3/9/2023,0
001PY00000fbbh7YAA,New York,NY,,,,"$5,000.00 ",3/9/2023,0
001PY00000fbbYZYAY,New York,NY,,,,"$395,800.00 ",3/14/2023,0
001PY00000fbbh5YAA,New York,NY,,,,$500.00 ,3/29/2023,0
001PY00000fbbhAYAQ,New York,NY,,,,"$2,500.00 ",5/15/2023,0
001PY00000fyHezYAE,New York,NY,,,,"$175,000.00 ",6/22/2023,0
001PY00000fbbXhYAI,New York,NY,,,,"$10,000.00 ",7/10/2023,0
001PY00000fbcWhYAI,New York,NY,,,,"$1,986.26 ",10/13/2023,0
001PY00000fbcmEYAQ,New York,NY,,,,"$85,000.00 ",11/30/2023,0
001PY00000fbcmGYAQ,New York,NY,,,,"$1,500.00 ",12/15/2023,0
001PY00000fbc0KYAQ,New York,NY,,,,"$1,061,150.00 ",12/29/2023,0
001PY00000fbbkxYAA,New York,NY,,,,"$500,000.00 ",1/5/2024,0
001PY00000fbboxYAA,New York,NY,,,,$500.00 ,1/18/2024,0
001PY00000fbbXNYAY,New York,NY,,,,"$10,000.00 ",2/13/2024,0
001PY00000fbbViYAI,New York,NY,,,,"$17,070.00 ",4/12/2024,1
001PY00000fbbYEYAY,New York,NY,,,,"$13,100.00 ",4/19/2024,1
001PY00000fbbhBYAQ,New York,NY,,,,"$2,500.00 ",4/29/2024,1
001PY00000fbbhOYAQ,New York,NY,,,,"$16,229.91 ",5/2/2024,1
001PY00000fbc6kYAA,New York,NY,,,,"$56,550.00 ",6/7/2024,1
001PY00000fbbgwYAA,New York,NY,,,,"$50,000.00 ",7/10/2024,1
001PY00000fbbnNYAQ,New York,NY,,,,"$1,285,000.00 ",7/26/2024,1
001PY00000fbbYCYAY,New York,NY,,,,"$20,000.00 ",9/9/2024,1
001PY00000fbbXHYAY,New York,NY,,,,"$165,000.00 ",10/1/2024,1
001PY00000fbbgnYAA,New York,NY,,,,"$30,780.00 ",10/18/2024,3
001PY00000fbbuNYAQ,New York,NY,,,,"$4,000.00 ",11/6/2024,1
001PY00000fbcO1YAI,New York,NY,,,,"$100,000.00 ",11/14/2024,1
001PY00000ffKnYYAU,New York,NY,,,,"$90,000.00 ",11/15/2024,1
001PY00000egj2tYAA,New York,NY,,,,"$135,000.00 ",11/26/2024,1
001PY00000fbcmyYAA,New York,NY,,,,"$31,000.00 ",12/2/2024,1
001PY00000fbbvlYAA,New York,NY,,,,"$2,500.00 ",12/5/2024,1
001PY00000fbbV9YAI,New York,NY,,,,"$55,000.00 ",12/5/2024,1
001PY00000fbcX4YAI,New York,NY,,,,"$33,000.00 ",12/5/2024,1
001PY00000fyHerYAE,New York,NY,,,,"$2,000.00 ",12/15/2024,1
001PY00000fbbiBYAQ,New York,NY,,,,"$21,765.00 ",12/23/2024,1
001PY00000fbbTAYAY,New York,NY,,,,"$40,060.00 ",12/31/2024,1
001PY00000fbbvnYAA,New York,NY,,,,$660.00 ,12/31/2024,1
001PY00000fbbhHYAQ,New York,NY,,,,"$45,000.00 ",1/6/2025,2
001PY00000fbc1NYAQ,New York,NY,,,,"$577,889.18 ",1/23/2025,1
001PY00000fbbwoYAA,New York,NY,,,,"$150,104.00 ",1/30/2025,1
001PY00000fbcdCYAQ,New York,NY,,,,"$2,088.88 ",1/31/2025,4
001PY00000fyHeoYAE,New York,NY,,,,$200.00 ,2/18/2025,2
001PY00000fbbuKYAQ,New York,NY,,,,"$4,800.00 ",2/24/2025,2
001PY00000fbbncYAA,New York,NY,,,,"$274,662.00 ",2/24/2025,3
001PY00000fbc78YAA,New York,NY,,,,"$63,700.00 ",3/4/2025,3
001PY00000fbbl0YAA,New York,NY,,,,"$761,366.07 ",3/6/2025,3
001PY00000fbbvDYAQ,New York,NY,,,,"$112,000.00 ",3/10/2025,1
001PY00000fyHevYAE,New York,NY,,,,"$5,000.00 ",3/11/2025,1
001PY00000fbcdlYAA,New York,NY,,,,"$22,700.00 ",3/28/2025,2
001PY00000fyHenYAE,New York,NY,,,,"$20,000.00 ",4/2/2025,2
001PY00000ivrszYAA,New York,NY,,,,$51.50 ,4/24/2025,1
001PY00000ivuPVYAY,New York,NY,,,,$41.20 ,4/27/2025,1
001PY00000fbbUqYAI,New York,NY,,,,"$37,903.20 ",4/30/2025,2
001PY00000fbbYiYAI,New York,NY,,,,"$574,000.00 ",5/2/2025,1
001PY00000ixmVWYAY,New York,NY,,,,$25.75 ,5/3/2025,1
001PY00000fbbgXYAQ,New York,NY,,,,"$5,250.00 ",5/5/2025,1
001PY00000fbbV5YAI,New York,NY,,,,"$7,960.96 ",5/6/2025,5
001PY00000fbbnjYAA,New York,NY,,,,"$32,750.00 ",5/14/2025,1
001PY00000kBSy8YAG,New York,NY,,,,$10.00 ,5/15/2025,1
001PY00000kC6QaYAK,New York,NY,,,,$20.00 ,5/15/2025,1
001PY00000kBsYyYAK,New York,NY,,,,$17.50 ,5/15/2025,1
001PY00000kC2YYYA0,New York,NY,,,,$10.00 ,5/16/2025,1
001PY00000kt2RtYAI,New York,NY,,,,$300.00 ,5/21/2025,1
001PY00000fbPlIYAU,New York,NY,,,,"$172,720.00 ",5/29/2025,2
001PY00000fbbuGYAQ,New York,NY,,,,$100.00 ,5/30/2025,1
001PY00000n1BLVYA2,New York,NY,,,,"$1,050.00 ",6/6/2025,1
001PY00000nmtkUYAQ,New York,NY,,,,"$1,000.00 ",6/11/2025,1
001PY00000fbcmgYAA,New York,NY,,,,"$22,850.00 ",6/13/2025,2
001PY00000fbborYAA,New York,NY,,,,"$47,856.17 ",6/16/2025,1
001PY00000fbbwlYAA,New York,NY,,,,"$852,424.80 ",6/18/2025,2
001PY00000egzubYAA,New York,NY,,,,"$914,700.00 ",6/26/2025,2
001PY00000pSUbAYAW,New York,NY,,,,$103.00 ,8/15/2025,1
001PY00000fbPmAYAU,New York,NY,,,,$400.00 ,9/5/2025,2
001PY00000fyHeqYAE,New York,NY,,,,"$1,050.00 ",9/16/2025,1
001PY00000fbbTMYAY,New York,NY,,,,"$466,033.18 ",9/23/2025,6
001PY00000fbc0xYAA,New York,NY,,,,"$170,445.00 ",9/30/2025,38
001PY00000fg3K2YAI,New york,NY,,,,$100.00 ,12/3/2024,1
001PY00000kJyXcYAK,New york,NY,,,,$40.00 ,5/16/2025,1
001PY000012qBSjYAM,New York,NY,,,,$515.00 ,9/30/2025,1
001PY00000ffClrYAE,New York City,NY,,,,$100.00 ,11/30/2020,0
001PY00000fecOVYAY,New York City,NY,,,,$5.00 ,4/1/2023,0
001PY00000ffNcwYAE,New York City,NY,,,,$1.03 ,5/4/2023,0
001PY00000feo0PYAQ,New York City,NY,,,,$36.58 ,5/17/2023,0
001PY00000ffGjpYAE,New York City,NY,,,,$500.00 ,5/15/2024,1
001PY00000fecpLYAQ,New York City,NY,,,,$700.00 ,6/3/2024,1
001PY00000ffKZCYA2,New York City,NY,,,,$250.00 ,12/3/2024,1
001PY00000lXO7vYAG,New York City,NY,,,,$51.50 ,7/24/2025,1
001PY00000xt1rSYAQ,new york city,NY,,,,$142.10 ,10/1/2025,4
001PY00000ffKj0YAE,New York City,NY,,,,$830.00 ,10/16/2025,19
001PY00000ojQeJYAU,New York City,NY,,,,$154.50 ,10/2/2025,1
001PY00000ffSkiYAE,New York Mills,NY,,,,$181.38 ,3/3/2025,1
001PY00000ffCDiYAM,Newark,NY,,,,$25.00 ,8/3/2021,0
001PY00000ffG3SYAU,Newburgh,NY,,,,$500.00 ,12/5/2020,0
001PY00000ff9DXYAY,Newburgh,NY,,,,"$1,081.32 ",5/27/2025,1
001PY00000ffSeXYAU,Newburgh,NY,,,,$35.00 ,3/10/2020,0
001PY00000ffF68YAE,Newburgh,NY,,,,$25.00 ,7/25/2020,0
001PY00000ffSV9YAM,Newburgh,NY,,,,$50.00 ,12/12/2020,0
001PY00000ffETRYA2,Newburgh,NY,,,,$100.00 ,12/16/2020,0
001PY00000ffFUfYAM,Newburgh,NY,,,,$25.25 ,5/17/2021,0
001PY00000feueeYAA,Newburgh,NY,,,,$30.50 ,5/17/2021,0
001PY00000ffCT9YAM,Newburgh,NY,,,,$25.00 ,6/16/2021,0
001PY00000ffHu2YAE,Newburgh,NY,,,,$500.00 ,12/22/2021,0
001PY00000ffSrXYAU,Newburgh,NY,,,,$35.00 ,12/31/2021,0
001PY00000fg06DYAQ,Newburgh,NY,,,,$200.00 ,12/31/2021,0
001PY00000ffFd0YAE,Newburgh,NY,,,,$30.00 ,2/16/2022,0
001PY00000ffAX1YAM,Newburgh,NY,,,,$146.35 ,4/21/2022,0
001PY00000ffCv3YAE,Newburgh,NY,,,,$25.00 ,5/5/2022,0
001PY00000ffH1aYAE,Newburgh,NY,,,,$30.25 ,5/6/2022,0
001PY00000feVvOYAU,Newburgh,NY,,,,$257.25 ,5/6/2022,0
001PY00000ff8P5YAI,Newburgh,NY,,,,"$1,575.00 ",7/7/2022,0
001PY00000ffBiIYAU,Newburgh,NY,,,,$15.00 ,8/8/2022,0
001PY00000ffCTNYA2,Newburgh,NY,,,,$60.00 ,11/30/2022,0
001PY00000fecxOYAQ,Newburgh,NY,,,,$40.00 ,12/26/2022,0
001PY00000feELtYAM,Newburgh,NY,,,,$15.00 ,12/31/2022,0
001PY00000ffC7TYAU,Newburgh,NY,,,,$223.16 ,2/6/2023,0
001PY00000ffF4OYAU,Newburgh,NY,,,,$50.00 ,3/6/2023,0
001PY00000fecwoYAA,Newburgh,NY,,,,$145.00 ,6/13/2023,0
001PY00000feELnYAM,Newburgh,NY,,,,$720.00 ,7/7/2023,0
001PY00000ffNQOYA2,Newburgh,NY,,,,$35.00 ,7/14/2023,0
001PY00000ffHKUYA2,Newburgh,NY,,,,$20.00 ,11/9/2023,0
001PY00000ffPNFYA2,Newburgh,NY,,,,$100.00 ,11/27/2023,0
001PY00000ffNcrYAE,Newburgh,NY,,,,$30.00 ,12/6/2023,0
001PY00000ff6BUYAY,Newburgh,NY,,,,$425.00 ,12/26/2023,0
001PY00000ffAMWYA2,Newburgh,NY,,,,$635.00 ,1/30/2024,0
001PY00000ffCzMYAU,Newburgh,NY,,,,$50.00 ,5/15/2024,1
001PY00000ffM8HYAU,Newburgh,NY,,,,$40.00 ,5/15/2024,1
001PY00000fe3OdYAI,Newburgh,NY,,,,$115.50 ,6/6/2024,1
001PY00000ffJ7xYAE,Newburgh,NY,,,,$131.25 ,6/21/2024,1
001PY00000ff0IIYAY,Newburgh,NY,,,,$635.00 ,6/25/2024,2
001PY00000ff94jYAA,Newburgh,NY,,,,$85.00 ,7/22/2024,1
001PY00000ffAr2YAE,Newburgh,NY,,,,$250.00 ,8/12/2024,1
001PY00000ff8R3YAI,Newburgh,NY,,,,$830.00 ,10/24/2024,1
001PY00000ffDoNYAU,Newburgh,NY,,,,$425.00 ,11/15/2024,2
001PY00000ffHtDYAU,Newburgh,NY,,,,$198.00 ,12/2/2024,2
001PY00000ffClvYAE,Newburgh,NY,,,,$210.00 ,12/3/2024,1
001PY00000ffGuHYAU,Newburgh,NY,,,,$100.00 ,12/3/2024,1
001PY00000ffFBfYAM,Newburgh,NY,,,,$175.00 ,12/10/2024,1
001PY00000fe0l8YAA,Newburgh,NY,,,,$250.00 ,12/23/2024,1
001PY00000ffCgiYAE,Newburgh,NY,,,,$130.98 ,12/23/2024,1
001PY00000ff9axYAA,Newburgh,NY,,,,$635.00 ,12/26/2024,1
001PY00000feh9IYAQ,Newburgh,NY,,,,"$2,760.00 ",12/31/2024,1
001PY00000felQOYAY,Newburgh,NY,,,,$100.00 ,12/31/2024,1
001PY00000ff9owYAA,Newburgh,NY,,,,"$1,923.83 ",1/6/2025,10
001PY00000ff9vuYAA,Newburgh,NY,,,,"$1,930.72 ",4/22/2025,15
001PY00000ffC7VYAU,Newburgh,NY,,,,$480.21 ,5/15/2025,2
